image_id,description,height,width,path
61N2KGsga5L,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",1000,450,3a/3aba45a8.jpg
91i9v7c8SVL,"Brought to you by Whole Foods Market. Our standards are what set us apart, and our quality is what keeps us Stocking pantries, fridges and freezers with the best natural and organic 365 Everyday Value products every day.. Good source of fiber.. Made in USA.. Low fat.. Certified Organic, certified Kosher, Certified Vegan.",2560,1566,9d/9def7618.jpg
B1sR9OJJvhS,,2560,2560,0a/0a8bcf49.jpg
81XEgAInzfL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Product of USA.. Certified GMO-Free, Certified Kosher.",2560,1183,04/048fa4c1.jpg
31lJBp1dALL,,500,500,b5/b5319e00.jpg
41puO8YSaxL,"Traditional fabric shade and oil rubbed bronze base add a touch of class to your room. Metal table lamp base with oil rubbed bronze finish; white fabric shade. LED bulb included. Dimensions: 13.00""W x 13.00""D x 24.25""H. Assemble in 15 minutes or less",1010,1010,57/5744d0ff.jpg
91BIrlya6PL,"Adjustable mid-back mesh chair for office or home use. Contoured design provides comfort and support throughout the work day. Extra breathable mesh back seat offers better airflow, keeping you cool and comfortable. Pneumatic height and tilt mechanisms adjust to your ideal position. Powder-coated 5-point base for extra stability. Rolling caster wheels and 360 degree swivel mobility",2560,2560,23/235fa98c.jpg
91WdMgozzbL,"This bed adds classic style to any space. A hand-tufted headboard adds an interesting design detail. The sturdy frame is covered in a thick polyester padding for extra comfort.. This item is made to order just for you. 84""W x 92""D x 56""H; Legs: 5.5""H; Footboard: 18""H. Polyster/linen blend fabric, polyurethane foam, plywood frame. The bed is fully upholstered on the front and back of the headboard and footboard.. Cross-slat support system with adjustable levelers included.. Assemble in 30 minutes-1 hour. Vacuum, brush lightly or spot-clean only.. Free returns for 30 days. 3-year warranty.",2560,2560,94/94745691.jpg
51d3VQjGhvL,"ACTIVE INGREDIENT: The active ingredient in Amazon Basic Care Maximum Strength Nasal Decongestant PE is phenylephrine HCl 10 mg, a nasal decongestant, which compares to the active ingredient in Sudafed PE Congestion.. NASAL DECONGESTANT: This product provides maximum strength, non-drowsy relief for nasal and sinus congestion, and sinus pressure due to the common cold, hay fever or other upper respiratory allergies.. SINUS CONGESTION occurs when the tissue lining in the nose becomes swollen. Find temporary relief for sinus pressure, nasal and sinus congestion by using Amazon Basic Care Maximum Strength Nasal Decongestant PE.. HOW THE COLD SPREADS: Viruses that cause colds can spread from an infected person to others through the air and close personal contact. Wash your hands with soap and water, and avoid touching your face with unwashed hands to reduce your risk of infection.. HOW TO TREAT COLD SYMPTOMS: Stay hydrated, rest, and combat nasal congestion and sinus pressure using a decongestant like Amazon Basic Care Maximum Strength Nasal Decongestant PE, Phenylephrine HCl, 10 mg tablets.",1000,1000,3b/3ba55f3c.jpg
61eaK9ya-+L,"With a life of 50,000 hours, the bulb will last over 45.6 years (based on 3 hours of use each day). Provides 4500 lumens of light immediately, with no waiting time to warm up to full brightness. With a correlated color temperature of 4000 kelvin, this bulb creates a cool white light, creating a bright atmosphere for any room. This product is rated for use in a damp location and is Energy Star rated. This LED shop light uses only 40 watts of energy. This shop light costs only $4.82 per year to operate (based on 3 hours/day, 11 cents/kWh) making it an economical alternative to incandescent bulbs",1500,1500,5c/5cae599e.jpg
714CNDBS6pL,"Proudly made in the USA, 100% of ingredients are sourced in the USA. Whole muscle chicken breast is the #1 ingredient, sourced in America; Oven baked. No added grain, corn, soy, wheat; No added colors or artificial flavors. Limited ingredient recipe. 1 lb bag of chicken jerky dog treats in a resealable bag to preserve freshness. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2000,2000,c1/c1390cb3.jpg
81Pzw26WchL,"Add a modern flair to your home with this beautiful coffee table. Made from solid acacia with a subtle mixed-gray finish, this bench perfectly complements most home-décor styles.. Acacia solid wood. Wipes clean with soft, dry cloth.. 51.18""W x 31.5""L x 19.69""H. 2 drawers Soft-closing hinges",2560,2560,5b/5bde5e5c.jpg
61wqyJUj54L,Double monk buckle fastening. Polished leather upper. Textured leather quarter. Two-tone sole and heel detail,537,1518,7a/7ac7ed9f.jpg
71cptianK9S,An Amazon Brand,1885,2000,77/77c1d53c.jpg
711YLYELerL,"With a life of 15,000 hours, the bulb will last over 13 years (based on 3 hours of use each day). Provides 425 lumens of light immediately, with no waiting time to warm up to full brightness. With a correlated color temperature of 5000 Kelvin, the bulb simulates daylight, creating a bright atmoshphere for any room. This LED light bulb uses only 6 watts of energy, saving up to $72.60 over the life of the bulb vs. its incandescent equivalent (based on 3 hours/day, 11 cents/kWh, may vary depending on rates and use). This bulb costs only $0.72 per year to operate (based on 3 hours/day, 11 cents/kWh) making it an economical alternative to incandescent bulbs. Not eligible for shipments to California",1636,2560,01/015b488f.jpg
71r-Yywi2rL,"5-piece pliers set includes 8-inch diagonal pliers, 8-inch combination pliers, 8-inch long nose pliers, 8-inch groove joint pliers, and 8-inch slip-joint pliers. Durable alloy steel construction forged with a heat treatment to ensure reliable, long-lasting strength. Hot-riveted joint on each tool for smooth motion and a wobble-free handle. Plastic-dipped handles provide a secure, comfortable grip; rugged nylon case included for easy storage and transport. Backed by an AmazonBasics 1-year limited warranty",2070,2070,0d/0dab90a5.jpg
51BrIIm8edL,"45""W x 15.75""D x 19.7""H. Solid pine. Shoe bench with cushion and cabinet. Cushion for maximized comfort and functionality. Assemble in 30 minutes–1 hour. Avoid moisture. Wipe clean with soft, dry cloth.",1000,1000,b1/b18d48a7.jpg
81bE1U3PBSL,"This item is made to order just for you. 88""W x 36""D x 31""H. Solid wood frame and legs with durable fabric upholstery.. The tight, fixed back and removable/reversible cushions ensure durability and comfort.. Treat yourself to luxury in this striking, vintage look sofa. With solid wood legs in a dark walnut finish, plush upholstery and a low, curved tufted back, it exudes opulence. Three removable/reversible seat cushions ensure many years of use.. Assemble in 15 minutes or less. Vacuum or wipe with a soft, dry cloth.. Free returns for 30 days. 3-year warranty.",2560,2560,8a/8a3b4212.jpg
81E0MLJYixL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Product of Turkey.. Certified GMO-Free, Certified Kosher.",2560,1171,f8/f87d299f.jpg
71Ey032WTLL,"This king-size headboard in a charming neutral shade of glazed mocha gives your bed a sense of serene grandeur.. 84""W x 5""D x 50""H. Glazed mocha finish, oak veneers, select solids, champagne hardware. The casual contemporary style of this collection makes it the perfect addition or update to your bedroom.. Assemble in 15-30 minutes. Free returns for 30 days. 3-year warranty.. Wipe clean with a soft, dry cloth.",1716,2402,b7/b7a9ce88.jpg
71iHvEqRBeL,Patent perfection is found with this party-ready pump featuring a chunky platform heel and peep-toe design. Faux-leather lined footbed,1797,1784,d4/d4495b1d.jpg
81xOZ+xjL+L,Butterfly embellishments,2560,1969,58/5876bc86.jpg
713zXMdzmzL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Product of USA.. Certified Organic, Vegan.",2560,894,5e/5e19ef5f.jpg
51Fv-Od1CaL,"Product 1: Six 18-fluid ounce bottles of moisturizing oatmeal body lotion and skin protectant. Product 1: Helps protect and soothe very dry, chapped or cracked skin. Product 1: Dermatologist tested and fragrance free. Product 1: Not tested on animals. Made in the U.S.A. with U.S. and foreign components.. Product 2: Six 24-fluid ounce bottles of body wash with shea butter and oatmeal. Product 2: Hypoallergenic body wash helps cleanse and moisturize dry skin in the bath or shower. Product 2: Not tested on animals. Made in the U.S.A. with U.S. and foreign components.. Product 2: Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385",1001,1001,5e/5ec25c71.jpg
71xo1ntkDnL,Chunky heel. Elasticated Chelsea boot-style stitchdetailing. Mid-heel. Lightweight sole,2560,1969,d3/d3ba65d0.jpg
81Ss5b-5KSL,,2560,1969,34/34008557.jpg
81oeG+JyUTL,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!. Supports healthy bones & teeth.. Does not contain artificial colors, artificial flavors, or artificial preservatives.. Easy to swallow.. Certified Vegan.",2560,1369,59/591f6ad4.jpg
81uCl-qTwJL,,2560,1969,cf/cfe27413.jpg
61gTbODmRlL,"All-around eternity band ring featuring set with round brilliant cut Swarovski Zirconia (1/2 cttw), the most brilliant simulated diamonds in the world. Made from gold plated .925 sterling silver ensures a comfortable fit and high quality product. This item runs large, size down.. Each Swarovski Zirconia is Laser Engraved as a seal of authenticity and guarantees the highest quality diamond simulant in the world. Imported. These silver pieces are built for longevity. This piece features a metal plating or flashing, or an electrocoating for a more lustrous appearance, but it can wear off with long-term or heavy use. To ensure the longevity of your plated items store your jewelry in a dark, cool, dry place such as a pouch or air tight box and avoid rubbing plated items together. Also try to avoid exposure to cleaning products and perfume which can both negatively affect your items. Your local jeweler can advise you where to send your jewelry if you would ever like them replated.",588,1598,eb/eb5ec18b.jpg
81Lz0N1preL,,810,1522,24/242f3d3b.jpg
71d0Y3fZsSL,"Free of perfumes & clear of dyes. Hypoallergenic. Reduces static. Leaves clothes soft & fresh. Prevents wrinkles. If you like Downy Fabric Softener Sheets, we invite you to try Solimo Fabric Softener Sheets. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2560,2560,a8/a87e9b74.jpg
